,Number,Position,Age,Foot,Experience,Experience_VFF,Tactic,Decision,RT
0,111,Fosvarsspiller,45,Højre,12,9,Pictures/Klip_2/Klip_2.mp4,Switching 2,
1,111,Fosvarsspiller,45,Højre,12,9,Pictures/Klip_4/Klip_4.mp4,Link false,
2,111,Fosvarsspiller,45,Højre,12,9,Pictures/Klip_5/Klip_5.mp4,Switching false,
3,111,Fosvarsspiller,45,Højre,12,9,Pictures/Klip_3/Klip_3.mp4,Link,
4,111,Fosvarsspiller,45,Højre,12,9,Pictures/Klip_1/Klip_1.mp4,Link,
