,Number,Position,Team,Age,Foot,Experience,Experience_VFF,Video,Decision,RT
0,3,Fosvarsspiller,U19,18,Venstre,14,2,Warmup/Klip_2\Klip_2_2.mp4,switch play,4.6306989000877365
1,3,Fosvarsspiller,U19,18,Venstre,14,2,Warmup/Klip_1\Klip_1_1.mp4,link out,3.746047699940391
2,3,Fosvarsspiller,U19,18,Venstre,14,2,Warmup/Klip_3\Klip_3_1.mp4,highest free man,6.889499800046906
3,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_86\Klip_86_3.mp4,switch play,6.410267700091936
4,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_77\Klip_77_2.mp4,link out2,12.40348650002852
5,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_94\Klip_94_3.mp4,switch play,12.46486539999023
6,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_5\Klip_5_1.mp4,highest free man,11.855081500019878
7,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_7\Klip_7_1.mp4,link out,2.8602866999572143
8,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_15\Klip_15_1.mp4,pass it over,4.052297799964435
9,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_26\Klip_26_1.mp4,highest free man,3.382672999985516
10,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_85\Klip_85_4.mp4,pass it over,4.328651800053194
11,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_43\Klip_43_2.mp4,switch play,2.8008549000369385
12,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_33\Klip_33_1.mp4,link out2,1.494584699976258
13,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_57\Klip_57_2.mp4,switch play2,9.268382800044492
14,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_30\Klip_30_1.mp4,switch play,5.161021600011736
15,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_70\Klip_70_1.mp4,highest free man,3.610999200027436
16,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_36\Klip_36_1.mp4,switch play,3.66624839999713
17,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_71\Klip_71_3.mp4,switch play,3.3432119000935927
18,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_59\Klip_59_1.mp4,highest free man2,3.0198117999825627
19,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_80\Klip_80_3.mp4,switch play2,2.996301799896173
20,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_87\Klip_87_3.mp4,false switch play,4.207505899947137
21,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_88\Klip_88_4.mp4,false switch play,3.958025399944745
22,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_90\Klip_90_4.mp4,pass it over,3.8643682999536395
23,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_18\Klip_18_3.mp4,switch play,6.338563499972224
24,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_60\Klip_60_3.mp4,switch play,8.642076499992982
25,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_24\Klip_24_2.mp4,switch play2,7.929545999970287
26,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_8\Klip_8_2.mp4,switch play,5.027749400003813
27,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_28\Klip_28_3.mp4,switch play2,7.80998930009082
28,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_65\Klip_65_2.mp4,switch play,4.68877590005286
29,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_84\Klip_84_4.mp4,pass it over,7.461225599981844
30,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_92\Klip_92_3.mp4,false link out,3.175884800031781
31,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_93\Klip_93_3.mp4,switch play,2.5859894000459462
32,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_10\Klip_10_1.mp4,link out,1.7236169000389054
33,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_81\Klip_81_4.mp4,pass it over,2.247566399979405
34,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_62\Klip_62_2.mp4,switch play2,2.9556198000209406
35,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_14\Klip_14_1.mp4,switch play2,3.2208950999192894
36,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_83\Klip_83_4.mp4,pass it over,1.2892015000106767
37,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_23\Klip_23_2.mp4,switch play2,1.828909199917689
38,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_74\Klip_74_1.mp4,highest free man,1.1885327000636607
39,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_91\Klip_91_3.mp4,switch play,4.710499800043181
40,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_38\Klip_38_1.mp4,highest free man,3.367922500008717
41,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_89\Klip_89_4.mp4,false switch play,8.640350100002252
42,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_69\Klip_69_2.mp4,switch play,3.5348943999269977
43,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_32\Klip_32_3.mp4,false highest free man,3.7994060999481007
44,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_39\Klip_39_3.mp4,switch play2,2.207256200024858
45,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_73\Klip_73_2.mp4,switch play,1.8323436999926344
46,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_64\Klip_64_2.mp4,pass it over,5.015588999958709
47,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_16\Klip_16_1.mp4,link out,3.3126694000093266
48,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_22\Klip_22_1.mp4,switch play,1.0874884000513703
49,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_66\Klip_66_1.mp4,false link out,1.7561028000200167
50,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_35\Klip_35_1.mp4,highest free man,1.2448657000204548
51,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_58\Klip_58_3.mp4,switch play2,1.079143900074996
52,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_17\Klip_17_2.mp4,pass it over,0.7280407999642193
53,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_82\Klip_82_4.mp4,pass it over,1.9299909999826923
54,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_6\Klip_6_1.mp4,switch play,2.0367219999898225
55,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_72\Klip_72_1.mp4,switch play,1.6219127000076696
56,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_45\Klip_45_3.mp4,switch play2,0.9358340000035241
57,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_75\Klip_75_1.mp4,highest free man,0.9249274999601766
58,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_55\Klip_55_2.mp4,link out,2.5044744999613613
59,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_27\Klip_27_1.mp4,link out,2.908781300066039
60,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_78\Klip_78_1.mp4,switch play,2.2539790999144316
61,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_21\Klip_21_2.mp4,switch play,2.395865000085905
62,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_13\Klip_13_1.mp4,highest free man2,1.0802948999917135
63,3,Fosvarsspiller,U19,18,Venstre,14,2,Pictures/Klip_12\Klip_12_2.mp4,switch play,3.297158599947579
