,Number,Position,Team,Age,Foot,Experience,Experience_VFF,Video,Decision,RT
0,67,Fosvarsspiller,U17,16,Højre,6,4,Warmup/Klip_2\Klip_2.mp4,Switching 2,4.522177500010002
1,67,Fosvarsspiller,U17,16,Højre,6,4,Warmup/Klip_3\Klip_3.mp4,Highest free man,5.098574600007851
2,67,Fosvarsspiller,U17,16,Højre,6,4,Warmup/Klip_1\Klip_1.mp4,Higest free man,0.6693159000133164
3,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_19\Klip_19_1.mp4,switch play,8.96486740000546
4,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_17\Klip_17_2.mp4,pass it over,6.143348999961745
5,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_3\Klip_3_1.mp4,false highest free man,3.3399245000327937
6,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_1\Klip_1_1.mp4,link out,2.351790999993682
7,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_5\Klip_5_1.mp4,highest free man,4.812036300019827
8,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_2\Klip_2_2.mp4,switch play2,3.535310200008098
9,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_38\Klip_38_1.mp4,highest free man,2.1252379999496043
10,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_20\Klip_20_1.mp4,highest free man,8.503786200017203
11,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_12\Klip_12_2.mp4,pass it over,2.267544900008943
12,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_9\Klip_9_1.mp4,link out,10.23577440000372
13,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_34\Klip_34_1.mp4,pass it over,3.634760399989318
14,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_22\Klip_22_1.mp4,highest free man,12.320764400006738
15,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_23\Klip_23_2.mp4,link out,1.5778024000464939
16,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_27\Klip_27_1.mp4,highest free man2,6.840396000014152
17,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_37\Klip_37_1.mp4,highest free man,4.796167699969374
18,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_36\Klip_36_1.mp4,highest free man,7.883851499995217
19,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_29\Klip_29_1.mp4,switch play ,6.128633200016338
20,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_14\Klip_14_1.mp4,switch play2,7.064233900047839
21,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_33\Klip_33_1.mp4,highest free man,2.763197800028138
22,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_35\Klip_35_1.mp4,false hihgest free man,2.092935500026215
23,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_31\Klip_31_1.mp4,false link out,5.964303300017491
24,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_30\Klip_30_1.mp4,false highest free man,2.1882157000363804
25,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_6\Klip_6_1.mp4,switch play,5.198779900034424
26,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_24\Klip_24_2.mp4,switch play2,2.742737799999304
27,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_10\Klip_10_1.mp4,false link out,5.921892900019884
28,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_8\Klip_8_2.mp4,switch play,3.1676303999847732
29,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_18\Klip_18_3.mp4,switch play,23.856164299999364
30,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_21\Klip_21_2.mp4,switch play,9.263064500002656
31,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_4\Klip_4_1.mp4,switch play,6.923760499979835
32,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_26\Klip_26_1.mp4,switch play,2.6470613999990746
33,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_7\Klip_7_1.mp4,link out,2.3943152999854647
34,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_28\Klip_28_3.mp4,switch play,6.458177799999248
35,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_11\Klip_11_1.mp4,false highest free man,1.8242701000417583
36,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_25\Klip_25_1.mp4,highest free man,3.3681637999834493
37,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_39\Klip_39_3.mp4,switch play2,3.8198653000290506
38,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_16\Klip_16_1.mp4,switch play,1.2568051000125706
39,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_13\Klip_13_1.mp4,highest free man2,2.5209792999667116
40,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_40\Klip_40_1.mp4,highest free man,6.183296300005168
41,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_15\Klip_15_1.mp4,switch play,3.3837944999686442
42,67,Fosvarsspiller,U17,16,Højre,6,4,Pictures/Klip_32\Klip_32_3.mp4,switch play,2.9732335999724455
