,Number,Position,Team,Age,Foot,Experience,Experience_VFF,Video,Decision,RT
0,4,Fosvarsspiller,U13,12,Højre,8,3,Warmup/Klip_3\Klip_3_1.mp4,highest free man,10.221406699973159
1,4,Fosvarsspiller,U13,12,Højre,8,3,Warmup/Klip_2\Klip_2_2.mp4,switch play2,9.414737399900332
2,4,Fosvarsspiller,U13,12,Højre,8,3,Warmup/Klip_1\Klip_1_1.mp4,link out,10.721539800055325
3,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_43\Klip_43_2.mp4,switch play,6.442605099990033
4,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_7\Klip_7_1.mp4,link out,5.363186800037511
5,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_16\Klip_16_1.mp4,switch play,17.48850780003704
6,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_59\Klip_59_1.mp4,highest free man2,10.602438599918969
7,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_17\Klip_17_2.mp4,link out,17.712534299935214
8,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_75\Klip_75_1.mp4,switch play,17.698779500089586
9,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_92\Klip_92_3.mp4,switch play2,6.534870299976319
10,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_22\Klip_22_1.mp4,highest free man,10.285183100029826
11,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_81\Klip_81_4.mp4,pass it over,12.140781500027515
12,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_71\Klip_71_3.mp4,switch play2,6.609166200039908
13,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_62\Klip_62_2.mp4,switch play2,4.450801300001331
14,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_33\Klip_33_1.mp4,link out,14.547544100088999
15,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_36\Klip_36_1.mp4,switch play,4.562306300038472
16,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_28\Klip_28_3.mp4,switch play2,5.390648199943826
17,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_93\Klip_93_3.mp4,switch play,6.357123699970543
18,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_23\Klip_23_2.mp4,switch play,6.697555999970064
19,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_10\Klip_10_1.mp4,link out,4.065833600005135
20,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_94\Klip_94_3.mp4,switch play2,3.4480049000121653
21,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_85\Klip_85_4.mp4,pass it over,9.813739999895915
22,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_64\Klip_64_2.mp4,switch play,7.255470599979162
23,4,Fosvarsspiller,U13,12,Højre,8,3,Pictures/Klip_88\Klip_88_4.mp4,false switch play,5.552540500066243
